PatchID,XCOORD,YCOORD,ID,MID,FID,sex,age,size,mature,newmature,layeggs,capture,recapture,infection,CDist,Hindex,Species,ClassFile,SubPatchID,L0A0,L0A1,L1A0,L1A1
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y3_UO847,R1_F1_m-1f-1_P1_Y-1_U32,R1_F1_m-1f-1_P1_Y-1_U42,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y3_UO848,R1_F1_m-1f-1_P1_Y-1_U32,R1_F1_m-1f-1_P1_Y-1_U42,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m1f1_P1_Y3_UO865,R1_F1_m-1f-1_P1_Y-1_U0,R1_F1_m-1f-1_P1_Y-1_U31,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U1,-9999,-9999,FXX,6,128.7055378237964,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U3,-9999,-9999,FXX,6,128.7055378237964,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U10,-9999,-9999,MXY,6,128.7055378237964,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U12,-9999,-9999,MXY,6,128.7055378237964,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U14,-9999,-9999,FXX,6,128.7055378237964,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U16,-9999,-9999,FXX,6,128.7055378237964,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U23,-9999,-9999,MXY,6,128.7055378237964,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U31,-9999,-9999,MXY,6,128.7055378237964,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U32,-9999,-9999,FXX,6,128.7055378237964,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U37,-9999,-9999,FXX,6,128.7055378237964,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U39,-9999,-9999,MXY,6,128.7055378237964,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U42,-9999,-9999,MXY,6,128.7055378237964,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U44,-9999,-9999,MXY,6,128.7055378237964,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U47,-9999,-9999,FXX,6,128.7055378237964,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U0,-9999,-9999,FXX,7,142.90272292878038,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U11,-9999,-9999,MXY,7,142.90272292878038,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U33,-9999,-9999,FXX,7,142.90272292878038,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U38,-9999,-9999,MXY,7,142.90272292878038,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U26,-9999,-9999,FXX,8,156.22290873743165,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U28,-9999,-9999,MXY,8,156.22290873743165,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U36,-9999,-9999,MXY,8,156.22290873743165,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,R1_F1_m-1f-1_P1_Y-1_U25,-9999,-9999,MXY,10,197.54427348576067,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m1f1_P1_Y1_UO586,R1_F1_m-1f-1_P1_Y-1_U14,R1_F1_m-1f-1_P1_Y-1_U44,FXX,3,142.55377432892064,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m-1f-1_P1_Y-1_U2,-9999,-9999,FXX,5,137.48806159117768,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m-1f-1_P1_Y-1_U4,-9999,-9999,MXY,5,137.48806159117768,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m-1f-1_P1_Y-1_U15,-9999,-9999,MXY,5,137.48806159117768,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m-1f-1_P1_Y-1_U17,-9999,-9999,FXX,5,137.48806159117768,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m-1f-1_P1_Y-1_U19,-9999,-9999,FXX,5,137.48806159117768,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m-1f-1_P1_Y-1_U21,-9999,-9999,MXY,5,137.48806159117768,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m-1f-1_P1_Y-1_U22,-9999,-9999,FXX,5,137.48806159117768,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m-1f-1_P1_Y-1_U27,-9999,-9999,FXX,5,137.48806159117768,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m-1f-1_P1_Y-1_U29,-9999,-9999,FXX,5,137.48806159117768,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m-1f-1_P1_Y-1_U30,-9999,-9999,MXY,5,137.48806159117768,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m-1f-1_P1_Y-1_U34,-9999,-9999,MXY,5,137.48806159117768,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m-1f-1_P1_Y-1_U35,-9999,-9999,FXX,5,137.48806159117768,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m-1f-1_P1_Y-1_U40,-9999,-9999,FXX,5,137.48806159117768,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m-1f-1_P1_Y-1_U41,-9999,-9999,MXY,5,137.48806159117768,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m-1f-1_P1_Y-1_U43,-9999,-9999,FXX,5,137.48806159117768,1,0,1.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m-1f-1_P1_Y-1_U46,-9999,-9999,MXY,5,137.48806159117768,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
1,476383.9269,162581.176,I1_F11_m-1f-1_P1_Y-1_U48,-9999,-9999,MXY,5,137.48806159117768,1,0,0.0,0,0,0,-9999.0,0.0,1,P0_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO212,R2_F2_m-1f-1_P2_Y-1_U23,I2_F11_m-1f-1_P2_Y-1_U5,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO217,R2_F2_m-1f-1_P2_Y-1_U23,I2_F11_m-1f-1_P2_Y-1_U5,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO323,R2_F2_m-1f-1_P2_Y-1_U37,R2_F2_m-1f-1_P2_Y-1_U9,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO326,R2_F2_m-1f-1_P2_Y-1_U37,R2_F2_m-1f-1_P2_Y-1_U9,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO328,R2_F2_m-1f-1_P2_Y-1_U37,R2_F2_m-1f-1_P2_Y-1_U9,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO411,R2_F2_m-1f-1_P2_Y-1_U30,R2_F2_m-1f-1_P2_Y-1_U9,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO412,R2_F2_m-1f-1_P2_Y-1_U30,R2_F2_m-1f-1_P2_Y-1_U9,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO415,R2_F2_m-1f-1_P2_Y-1_U30,R2_F2_m-1f-1_P2_Y-1_U9,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO417,R2_F2_m-1f-1_P2_Y-1_U30,R2_F2_m-1f-1_P2_Y-1_U9,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO458,R2_F2_m-1f-1_P2_Y-1_U49,R2_F2_m-1f-1_P2_Y-1_U35,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO620,R2_F2_m-1f-1_P2_Y-1_U19,R2_F2_m-1f-1_P2_Y-1_U0,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO622,R2_F2_m-1f-1_P2_Y-1_U19,R2_F2_m-1f-1_P2_Y-1_U0,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO748,I2_F11_m-1f-1_P2_Y-1_U32,R2_F2_m-1f-1_P2_Y-1_U28,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO749,I2_F11_m-1f-1_P2_Y-1_U32,R2_F2_m-1f-1_P2_Y-1_U28,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO760,I2_F11_m-1f-1_P2_Y-1_U32,R2_F2_m-1f-1_P2_Y-1_U28,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO792,R2_F2_m-1f-1_P2_Y-1_U30,I2_F11_m-1f-1_P2_Y-1_U5,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO872,R2_F2_m-1f-1_P2_Y-1_U37,I2_F11_m-1f-1_P2_Y-1_U5,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO904,I2_F11_m-1f-1_P2_Y-1_U1,I2_F11_m-1f-1_P2_Y-1_U43,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO906,I2_F11_m-1f-1_P2_Y-1_U1,I2_F11_m-1f-1_P2_Y-1_U43,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO936,R2_F2_m-1f-1_P2_Y-1_U7,I2_F11_m-1f-1_P2_Y-1_U5,MXY,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO938,R2_F2_m-1f-1_P2_Y-1_U7,I2_F11_m-1f-1_P2_Y-1_U5,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y3_UO950,R2_F2_m-1f-1_P2_Y-1_U10,R2_F2_m-1f-1_P2_Y-1_U36,FXX,1,71.79066310703415,0,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U1,-9999,-9999,FXX,5,137.48806159117768,1,0,1.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U5,-9999,-9999,MXY,5,137.48806159117768,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U32,-9999,-9999,FXX,5,137.48806159117768,1,0,1.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U43,-9999,-9999,MXY,5,137.48806159117768,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U0,-9999,-9999,MXY,6,128.7055378237964,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U19,-9999,-9999,FXX,6,128.7055378237964,1,0,1.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U21,-9999,-9999,MXY,6,128.7055378237964,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U25,-9999,-9999,MXY,6,128.7055378237964,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U36,-9999,-9999,MXY,6,128.7055378237964,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U46,-9999,-9999,FXX,6,128.7055378237964,1,0,1.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U48,-9999,-9999,MXY,6,128.7055378237964,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m2f2_P2_Y0_UO312,R2_F2_m-1f-1_P2_Y-1_U7,R2_F2_m-1f-1_P2_Y-1_U3,MXY,4,163.97795260729032,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U3,-9999,-9999,MXY,7,142.90272292878038,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U7,-9999,-9999,FXX,7,142.90272292878038,1,0,1.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U9,-9999,-9999,MXY,7,142.90272292878038,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U11,-9999,-9999,MXY,7,142.90272292878038,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U23,-9999,-9999,FXX,7,142.90272292878038,1,0,1.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U28,-9999,-9999,MXY,7,142.90272292878038,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U30,-9999,-9999,FXX,7,142.90272292878038,1,0,1.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U34,-9999,-9999,FXX,7,142.90272292878038,1,0,1.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U37,-9999,-9999,FXX,7,142.90272292878038,1,0,1.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U38,-9999,-9999,FXX,7,142.90272292878038,1,0,1.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U14,-9999,-9999,MXY,8,156.22290873743165,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U35,-9999,-9999,MXY,8,156.22290873743165,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U42,-9999,-9999,FXX,8,156.22290873743165,1,0,1.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U44,-9999,-9999,MXY,8,156.22290873743165,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U47,-9999,-9999,MXY,8,156.22290873743165,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U49,-9999,-9999,FXX,8,156.22290873743165,1,0,1.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U10,-9999,-9999,FXX,10,197.54427348576067,1,0,1.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U39,-9999,-9999,MXY,10,197.54427348576067,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,R2_F2_m-1f-1_P2_Y-1_U40,-9999,-9999,MXY,10,197.54427348576067,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,I2_F11_m2f2_P2_Y1_UO513,R2_F2_m-1f-1_P2_Y-1_U42,R2_F2_m-1f-1_P2_Y-1_U25,MXY,3,142.55377432892064,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,I2_F11_m-1f-1_P2_Y-1_U2,-9999,-9999,MXY,5,137.48806159117768,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,I2_F11_m-1f-1_P2_Y-1_U4,-9999,-9999,FXX,5,137.48806159117768,1,0,1.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,I2_F11_m-1f-1_P2_Y-1_U6,-9999,-9999,MXY,5,137.48806159117768,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,I2_F11_m-1f-1_P2_Y-1_U13,-9999,-9999,MXY,5,137.48806159117768,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,I2_F11_m-1f-1_P2_Y-1_U15,-9999,-9999,MXY,5,137.48806159117768,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,I2_F11_m-1f-1_P2_Y-1_U17,-9999,-9999,MXY,5,137.48806159117768,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,I2_F11_m-1f-1_P2_Y-1_U18,-9999,-9999,MXY,5,137.48806159117768,1,0,0.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,I2_F11_m-1f-1_P2_Y-1_U22,-9999,-9999,FXX,5,137.48806159117768,1,0,1.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
2,476887.9179,161793.5164,I2_F11_m-1f-1_P2_Y-1_U24,-9999,-9999,FXX,5,137.48806159117768,1,0,1.0,0,0,0,-9999.0,0.0,1,P1_CV0,1,0,2,0,2
